pano_id,id,h_offset,lat,lon
25mQGDMk7io--N3UBY1iZw,0,0,34.0183801,-118.2890007
25mQGDMk7io--N3UBY1iZw,1,90,34.0183801,-118.2890007
25mQGDMk7io--N3UBY1iZw,2,180,34.0183801,-118.2890007
25mQGDMk7io--N3UBY1iZw,3,270,34.0183801,-118.2890007
S1_keQbQDZMTUhBFmB6nog,4,0,34.018494313,-118.288945269
S1_keQbQDZMTUhBFmB6nog,5,90,34.018494313,-118.288945269
S1_keQbQDZMTUhBFmB6nog,6,180,34.018494313,-118.288945269
S1_keQbQDZMTUhBFmB6nog,7,270,34.018494313,-118.288945269
DmBMH9NTGFyuPzpz6KJb4w,8,0,34.0189236,-118.2886639
DmBMH9NTGFyuPzpz6KJb4w,9,90,34.0189236,-118.2886639
DmBMH9NTGFyuPzpz6KJb4w,10,180,34.0189236,-118.2886639
DmBMH9NTGFyuPzpz6KJb4w,11,270,34.0189236,-118.2886639
Y5rVNrL-nkIJa1iVLRAETg,12,0,34.0191766041,-118.289375144
Y5rVNrL-nkIJa1iVLRAETg,13,90,34.0191766041,-118.289375144
Y5rVNrL-nkIJa1iVLRAETg,14,180,34.0191766041,-118.289375144
Y5rVNrL-nkIJa1iVLRAETg,15,270,34.0191766041,-118.289375144
8rMSmEIUIO9ZI8DASnOJSw,16,0,34.0193938,-118.2898718
8rMSmEIUIO9ZI8DASnOJSw,17,90,34.0193938,-118.2898718
8rMSmEIUIO9ZI8DASnOJSw,18,180,34.0193938,-118.2898718
8rMSmEIUIO9ZI8DASnOJSw,19,270,34.0193938,-118.2898718
D_LBCSNL7X_5E7-GxP4-Ew,20,0,34.0195072665,-118.290111258
D_LBCSNL7X_5E7-GxP4-Ew,21,90,34.0195072665,-118.290111258
D_LBCSNL7X_5E7-GxP4-Ew,22,180,34.0195072665,-118.290111258
D_LBCSNL7X_5E7-GxP4-Ew,23,270,34.0195072665,-118.290111258
jScUJov8h96ORdZVA5FVJg,24,0,34.0196788127,-118.290498002
jScUJov8h96ORdZVA5FVJg,25,90,34.0196788127,-118.290498002
jScUJov8h96ORdZVA5FVJg,26,180,34.0196788127,-118.290498002
jScUJov8h96ORdZVA5FVJg,27,270,34.0196788127,-118.290498002
or7lzWwvMhAzylF0c2nHog,28,0,34.019761,-118.2907023
or7lzWwvMhAzylF0c2nHog,29,90,34.019761,-118.2907023
or7lzWwvMhAzylF0c2nHog,30,180,34.019761,-118.2907023
or7lzWwvMhAzylF0c2nHog,31,270,34.019761,-118.2907023
WHA_eyR8_qo4qjZqCt0m5g,32,0,34.0198717,-118.290982
WHA_eyR8_qo4qjZqCt0m5g,33,90,34.0198717,-118.290982
WHA_eyR8_qo4qjZqCt0m5g,34,180,34.0198717,-118.290982
WHA_eyR8_qo4qjZqCt0m5g,35,270,34.0198717,-118.290982
vrPWBX36fC5Qg7s8-Wj-uw,36,0,34.0199907,-118.2912489
vrPWBX36fC5Qg7s8-Wj-uw,37,90,34.0199907,-118.2912489
vrPWBX36fC5Qg7s8-Wj-uw,38,180,34.0199907,-118.2912489
vrPWBX36fC5Qg7s8-Wj-uw,39,270,34.0199907,-118.2912489
WHA_eyR8_qo4qjZqCt0m5g,40,0,34.0198717,-118.290982
WHA_eyR8_qo4qjZqCt0m5g,41,90,34.0198717,-118.290982
WHA_eyR8_qo4qjZqCt0m5g,42,180,34.0198717,-118.290982
WHA_eyR8_qo4qjZqCt0m5g,43,270,34.0198717,-118.290982
or7lzWwvMhAzylF0c2nHog,44,0,34.019761,-118.2907023
or7lzWwvMhAzylF0c2nHog,45,90,34.019761,-118.2907023
or7lzWwvMhAzylF0c2nHog,46,180,34.019761,-118.2907023
or7lzWwvMhAzylF0c2nHog,47,270,34.019761,-118.2907023
jScUJov8h96ORdZVA5FVJg,48,0,34.0196788127,-118.290498002
jScUJov8h96ORdZVA5FVJg,49,90,34.0196788127,-118.290498002
jScUJov8h96ORdZVA5FVJg,50,180,34.0196788127,-118.290498002
jScUJov8h96ORdZVA5FVJg,51,270,34.0196788127,-118.290498002
xIaZInR_hsgKK481RAxDKw,52,0,34.0208191978,-118.291491779
xIaZInR_hsgKK481RAxDKw,53,90,34.0208191978,-118.291491779
xIaZInR_hsgKK481RAxDKw,54,180,34.0208191978,-118.291491779
xIaZInR_hsgKK481RAxDKw,55,270,34.0208191978,-118.291491779
i3VFsipuOevu_dAlez5dhQ,56,0,34.020445,-118.2900491
i3VFsipuOevu_dAlez5dhQ,57,90,34.020445,-118.2900491
i3VFsipuOevu_dAlez5dhQ,58,180,34.020445,-118.2900491
i3VFsipuOevu_dAlez5dhQ,59,270,34.020445,-118.2900491
N8nP3neXamJuPEssrrqYmA,60,0,34.020377845,-118.290091566
N8nP3neXamJuPEssrrqYmA,61,90,34.020377845,-118.290091566
N8nP3neXamJuPEssrrqYmA,62,180,34.020377845,-118.290091566
N8nP3neXamJuPEssrrqYmA,63,270,34.020377845,-118.290091566
CAoSLEFGMVFpcE5wQVJUb1hqMnhRVG5zYnVpcDZfaTJxZ3E2WjBNSDdPUW9OLUdZ,64,0,34.021201,-118.2895685
CAoSLEFGMVFpcE5wQVJUb1hqMnhRVG5zYnVpcDZfaTJxZ3E2WjBNSDdPUW9OLUdZ,65,90,34.021201,-118.2895685
CAoSLEFGMVFpcE5wQVJUb1hqMnhRVG5zYnVpcDZfaTJxZ3E2WjBNSDdPUW9OLUdZ,66,180,34.021201,-118.2895685
CAoSLEFGMVFpcE5wQVJUb1hqMnhRVG5zYnVpcDZfaTJxZ3E2WjBNSDdPUW9OLUdZ,67,270,34.021201,-118.2895685
xubA_hrs2YLDUsX7EGlgEw,68,0,34.0209036,-118.2889013
xubA_hrs2YLDUsX7EGlgEw,69,90,34.0209036,-118.2889013
xubA_hrs2YLDUsX7EGlgEw,70,180,34.0209036,-118.2889013
xubA_hrs2YLDUsX7EGlgEw,71,270,34.0209036,-118.2889013
yOg9jJbM-khGtNE6CGmPmw,72,0,34.02077,-118.2885995
yOg9jJbM-khGtNE6CGmPmw,73,90,34.02077,-118.2885995
yOg9jJbM-khGtNE6CGmPmw,74,180,34.02077,-118.2885995
yOg9jJbM-khGtNE6CGmPmw,75,270,34.02077,-118.2885995
wfJ_3rXIAc4oDDp_Q1kfHA,76,0,34.0207236299,-118.28849407
wfJ_3rXIAc4oDDp_Q1kfHA,77,90,34.0207236299,-118.28849407
wfJ_3rXIAc4oDDp_Q1kfHA,78,180,34.0207236299,-118.28849407
wfJ_3rXIAc4oDDp_Q1kfHA,79,270,34.0207236299,-118.28849407
n1k91Q7WNnsXKtQUSQ_3RA,80,0,34.0206674,-118.2883563
n1k91Q7WNnsXKtQUSQ_3RA,81,90,34.0206674,-118.2883563
n1k91Q7WNnsXKtQUSQ_3RA,82,180,34.0206674,-118.2883563
n1k91Q7WNnsXKtQUSQ_3RA,83,270,34.0206674,-118.2883563
LtR6aE_PcwmEy2jz4lP8kQ,84,0,34.0206602423,-118.288338176
LtR6aE_PcwmEy2jz4lP8kQ,85,90,34.0206602423,-118.288338176
LtR6aE_PcwmEy2jz4lP8kQ,86,180,34.0206602423,-118.288338176
LtR6aE_PcwmEy2jz4lP8kQ,87,270,34.0206602423,-118.288338176
4bAiYDWcWQAWdFRlwLvcyg,88,0,34.0205468188,-118.288065632
4bAiYDWcWQAWdFRlwLvcyg,89,90,34.0205468188,-118.288065632
4bAiYDWcWQAWdFRlwLvcyg,90,180,34.0205468188,-118.288065632
4bAiYDWcWQAWdFRlwLvcyg,91,270,34.0205468188,-118.288065632
4_i_bM1XSBIAhRJvM73EVQ,92,0,34.0203979584,-118.287727233
4_i_bM1XSBIAhRJvM73EVQ,93,90,34.0203979584,-118.287727233
4_i_bM1XSBIAhRJvM73EVQ,94,180,34.0203979584,-118.287727233
4_i_bM1XSBIAhRJvM73EVQ,95,270,34.0203979584,-118.287727233
iZ16LYEX92RUeRSD3nzh6w,96,0,34.0203384451,-118.287611123
iZ16LYEX92RUeRSD3nzh6w,97,90,34.0203384451,-118.287611123
iZ16LYEX92RUeRSD3nzh6w,98,180,34.0203384451,-118.287611123
iZ16LYEX92RUeRSD3nzh6w,99,270,34.0203384451,-118.287611123
DDe3GPspvu7lnvJkxORs7Q,100,0,34.0202972,-118.2875271
DDe3GPspvu7lnvJkxORs7Q,101,90,34.0202972,-118.2875271
DDe3GPspvu7lnvJkxORs7Q,102,180,34.0202972,-118.2875271
DDe3GPspvu7lnvJkxORs7Q,103,270,34.0202972,-118.2875271
VgsLm9gyiopN3hYGWHndSA,104,0,34.0201674,-118.2872267
VgsLm9gyiopN3hYGWHndSA,105,90,34.0201674,-118.2872267
VgsLm9gyiopN3hYGWHndSA,106,180,34.0201674,-118.2872267
VgsLm9gyiopN3hYGWHndSA,107,270,34.0201674,-118.2872267
2X5iHS6bDSZphM8BLJnYhw,108,0,34.0200011,-118.2868419
2X5iHS6bDSZphM8BLJnYhw,109,90,34.0200011,-118.2868419
2X5iHS6bDSZphM8BLJnYhw,110,180,34.0200011,-118.2868419
2X5iHS6bDSZphM8BLJnYhw,111,270,34.0200011,-118.2868419
Lm8U2BhS_w1rAmLvPgp73g,112,0,34.0203399462,-118.286617048
Lm8U2BhS_w1rAmLvPgp73g,113,90,34.0203399462,-118.286617048
Lm8U2BhS_w1rAmLvPgp73g,114,180,34.0203399462,-118.286617048
Lm8U2BhS_w1rAmLvPgp73g,115,270,34.0203399462,-118.286617048
HIzjVAiyXmoWrbj0uOm2vA,116,0,34.0201981014,-118.286711158
HIzjVAiyXmoWrbj0uOm2vA,117,90,34.0201981014,-118.286711158
HIzjVAiyXmoWrbj0uOm2vA,118,180,34.0201981014,-118.286711158
HIzjVAiyXmoWrbj0uOm2vA,119,270,34.0201981014,-118.286711158
2X5iHS6bDSZphM8BLJnYhw,120,0,34.0200011,-118.2868419
2X5iHS6bDSZphM8BLJnYhw,121,90,34.0200011,-118.2868419
2X5iHS6bDSZphM8BLJnYhw,122,180,34.0200011,-118.2868419
2X5iHS6bDSZphM8BLJnYhw,123,270,34.0200011,-118.2868419
DmBMH9NTGFyuPzpz6KJb4w,124,0,34.0189236,-118.2886639
DmBMH9NTGFyuPzpz6KJb4w,125,90,34.0189236,-118.2886639
DmBMH9NTGFyuPzpz6KJb4w,126,180,34.0189236,-118.2886639
DmBMH9NTGFyuPzpz6KJb4w,127,270,34.0189236,-118.2886639
5qIrHHntdpWPxIkotK1Hdg,128,0,34.0191991702,-118.288480386
5qIrHHntdpWPxIkotK1Hdg,129,90,34.0191991702,-118.288480386
5qIrHHntdpWPxIkotK1Hdg,130,180,34.0191991702,-118.288480386
5qIrHHntdpWPxIkotK1Hdg,131,270,34.0191991702,-118.288480386
OEK-9liU63TqQ5tRscQPWA,132,0,34.0196344,-118.2882156
OEK-9liU63TqQ5tRscQPWA,133,90,34.0196344,-118.2882156
OEK-9liU63TqQ5tRscQPWA,134,180,34.0196344,-118.2882156
OEK-9liU63TqQ5tRscQPWA,135,270,34.0196344,-118.2882156
KTdu0S08hAT7H_YNOJWW7Q,136,0,34.020022,-118.2879597
KTdu0S08hAT7H_YNOJWW7Q,137,90,34.020022,-118.2879597
KTdu0S08hAT7H_YNOJWW7Q,138,180,34.020022,-118.2879597
KTdu0S08hAT7H_YNOJWW7Q,139,270,34.020022,-118.2879597
4_i_bM1XSBIAhRJvM73EVQ,140,0,34.0203979584,-118.287727233
4_i_bM1XSBIAhRJvM73EVQ,141,90,34.0203979584,-118.287727233
4_i_bM1XSBIAhRJvM73EVQ,142,180,34.0203979584,-118.287727233
4_i_bM1XSBIAhRJvM73EVQ,143,270,34.0203979584,-118.287727233
xJy_QmDbxTB-GWvaJv5JXA,144,0,34.0220393659,-118.291439204
xJy_QmDbxTB-GWvaJv5JXA,145,90,34.0220393659,-118.291439204
xJy_QmDbxTB-GWvaJv5JXA,146,180,34.0220393659,-118.291439204
xJy_QmDbxTB-GWvaJv5JXA,147,270,34.0220393659,-118.291439204
a81wkkFHDT7wR_3EvuGfMQ,148,0,34.0219536307,-118.291221531
a81wkkFHDT7wR_3EvuGfMQ,149,90,34.0219536307,-118.291221531
a81wkkFHDT7wR_3EvuGfMQ,150,180,34.0219536307,-118.291221531
a81wkkFHDT7wR_3EvuGfMQ,151,270,34.0219536307,-118.291221531
jkEFlp6a_1DJbJk8Ys_aJg,152,0,34.0219181,-118.2911345
jkEFlp6a_1DJbJk8Ys_aJg,153,90,34.0219181,-118.2911345
jkEFlp6a_1DJbJk8Ys_aJg,154,180,34.0219181,-118.2911345
jkEFlp6a_1DJbJk8Ys_aJg,155,270,34.0219181,-118.2911345
R1jbe6C6u3yMTTHCA4rJqw,156,0,34.0218064261,-118.290899065
R1jbe6C6u3yMTTHCA4rJqw,157,90,34.0218064261,-118.290899065
R1jbe6C6u3yMTTHCA4rJqw,158,180,34.0218064261,-118.290899065
R1jbe6C6u3yMTTHCA4rJqw,159,270,34.0218064261,-118.290899065
QswqmLlUxPgo4_AMrJrI4w,160,0,34.0220516,-118.2907321
QswqmLlUxPgo4_AMrJrI4w,161,90,34.0220516,-118.2907321
QswqmLlUxPgo4_AMrJrI4w,162,180,34.0220516,-118.2907321
QswqmLlUxPgo4_AMrJrI4w,163,270,34.0220516,-118.2907321
vw0Y69vQh7XguqoShR6MBQ,164,0,34.0221482,-118.2907372
vw0Y69vQh7XguqoShR6MBQ,165,90,34.0221482,-118.2907372
vw0Y69vQh7XguqoShR6MBQ,166,180,34.0221482,-118.2907372
vw0Y69vQh7XguqoShR6MBQ,167,270,34.0221482,-118.2907372
oTJDT7e-hWjY-ohUL42kGg,168,0,34.0222092,-118.2907218
oTJDT7e-hWjY-ohUL42kGg,169,90,34.0222092,-118.2907218
oTJDT7e-hWjY-ohUL42kGg,170,180,34.0222092,-118.2907218
oTJDT7e-hWjY-ohUL42kGg,171,270,34.0222092,-118.2907218
DinHd3Wj0wuW0wFga1rRtA,172,0,34.0222481344,-118.290704793
DinHd3Wj0wuW0wFga1rRtA,173,90,34.0222481344,-118.290704793
DinHd3Wj0wuW0wFga1rRtA,174,180,34.0222481344,-118.290704793
DinHd3Wj0wuW0wFga1rRtA,175,270,34.0222481344,-118.290704793
oxSUVzP1QFgAHD3dSktUqA,176,0,34.0224147,-118.2906229
oxSUVzP1QFgAHD3dSktUqA,177,90,34.0224147,-118.2906229
oxSUVzP1QFgAHD3dSktUqA,178,180,34.0224147,-118.2906229
oxSUVzP1QFgAHD3dSktUqA,179,270,34.0224147,-118.2906229
ps2QXM9nz7GLuI3_-pkkZw,180,0,34.0226044694,-118.290531926
ps2QXM9nz7GLuI3_-pkkZw,181,90,34.0226044694,-118.290531926
ps2QXM9nz7GLuI3_-pkkZw,182,180,34.0226044694,-118.290531926
ps2QXM9nz7GLuI3_-pkkZw,183,270,34.0226044694,-118.290531926
xtw5k-KD9EZa3m1TyRtkJA,184,0,34.0226391,-118.2904717
xtw5k-KD9EZa3m1TyRtkJA,185,90,34.0226391,-118.2904717
xtw5k-KD9EZa3m1TyRtkJA,186,180,34.0226391,-118.2904717
xtw5k-KD9EZa3m1TyRtkJA,187,270,34.0226391,-118.2904717
wRDN1KXuU9FWouJrb4PUlw,188,0,34.0223885319,-118.289873734
wRDN1KXuU9FWouJrb4PUlw,189,90,34.0223885319,-118.289873734
wRDN1KXuU9FWouJrb4PUlw,190,180,34.0223885319,-118.289873734
wRDN1KXuU9FWouJrb4PUlw,191,270,34.0223885319,-118.289873734
Ay75XeZucN6kCcs2_giFIQ,192,0,34.0223714198,-118.289835557
Ay75XeZucN6kCcs2_giFIQ,193,90,34.0223714198,-118.289835557
Ay75XeZucN6kCcs2_giFIQ,194,180,34.0223714198,-118.289835557
Ay75XeZucN6kCcs2_giFIQ,195,270,34.0223714198,-118.289835557
wRDN1KXuU9FWouJrb4PUlw,196,0,34.0223885319,-118.289873734
wRDN1KXuU9FWouJrb4PUlw,197,90,34.0223885319,-118.289873734
wRDN1KXuU9FWouJrb4PUlw,198,180,34.0223885319,-118.289873734
wRDN1KXuU9FWouJrb4PUlw,199,270,34.0223885319,-118.289873734
xtw5k-KD9EZa3m1TyRtkJA,200,0,34.0226391,-118.2904717
xtw5k-KD9EZa3m1TyRtkJA,201,90,34.0226391,-118.2904717
xtw5k-KD9EZa3m1TyRtkJA,202,180,34.0226391,-118.2904717
xtw5k-KD9EZa3m1TyRtkJA,203,270,34.0226391,-118.2904717
ps2QXM9nz7GLuI3_-pkkZw,204,0,34.0226044694,-118.290531926
ps2QXM9nz7GLuI3_-pkkZw,205,90,34.0226044694,-118.290531926
ps2QXM9nz7GLuI3_-pkkZw,206,180,34.0226044694,-118.290531926
ps2QXM9nz7GLuI3_-pkkZw,207,270,34.0226044694,-118.290531926
q9IathHyg61teYL6CrjXag,208,0,34.0216558,-118.2901858
q9IathHyg61teYL6CrjXag,209,90,34.0216558,-118.2901858
q9IathHyg61teYL6CrjXag,210,180,34.0216558,-118.2901858
q9IathHyg61teYL6CrjXag,211,270,34.0216558,-118.2901858
Ts2t4_V9vuqPRW3CBIoaNQ,212,0,34.021733073,-118.290445966
Ts2t4_V9vuqPRW3CBIoaNQ,213,90,34.021733073,-118.290445966
Ts2t4_V9vuqPRW3CBIoaNQ,214,180,34.021733073,-118.290445966
Ts2t4_V9vuqPRW3CBIoaNQ,215,270,34.021733073,-118.290445966
Rr1fhBaHyW4TFpiOxDxo0Q,216,0,34.0219504,-118.2906183
Rr1fhBaHyW4TFpiOxDxo0Q,217,90,34.0219504,-118.2906183
Rr1fhBaHyW4TFpiOxDxo0Q,218,180,34.0219504,-118.2906183
Rr1fhBaHyW4TFpiOxDxo0Q,219,270,34.0219504,-118.2906183
QswqmLlUxPgo4_AMrJrI4w,220,0,34.0220516,-118.2907321
QswqmLlUxPgo4_AMrJrI4w,221,90,34.0220516,-118.2907321
QswqmLlUxPgo4_AMrJrI4w,222,180,34.0220516,-118.2907321
QswqmLlUxPgo4_AMrJrI4w,223,270,34.0220516,-118.2907321
r9yU2EJY2CG6wKhUog9qoA,224,0,34.0224231739,-118.288791042
r9yU2EJY2CG6wKhUog9qoA,225,90,34.0224231739,-118.288791042
r9yU2EJY2CG6wKhUog9qoA,226,180,34.0224231739,-118.288791042
r9yU2EJY2CG6wKhUog9qoA,227,270,34.0224231739,-118.288791042
VAisd8hSL5u_1WJ6kUvUuA,228,0,34.0228257296,-118.28853641
VAisd8hSL5u_1WJ6kUvUuA,229,90,34.0228257296,-118.28853641
VAisd8hSL5u_1WJ6kUvUuA,230,180,34.0228257296,-118.28853641
VAisd8hSL5u_1WJ6kUvUuA,231,270,34.0228257296,-118.28853641
ufqV3ca0sLdZDdoyG_IYlA,232,0,34.0235508,-118.2880755
ufqV3ca0sLdZDdoyG_IYlA,233,90,34.0235508,-118.2880755
ufqV3ca0sLdZDdoyG_IYlA,234,180,34.0235508,-118.2880755
ufqV3ca0sLdZDdoyG_IYlA,235,270,34.0235508,-118.2880755
P2IZKHTDfBGvTHOxL6uDMg,236,0,34.0240196108,-118.287784396
P2IZKHTDfBGvTHOxL6uDMg,237,90,34.0240196108,-118.287784396
P2IZKHTDfBGvTHOxL6uDMg,238,180,34.0240196108,-118.287784396
P2IZKHTDfBGvTHOxL6uDMg,239,270,34.0240196108,-118.287784396
G8sjBR-5LcjF1qCcv4PcdA,240,0,34.0243112304,-118.287600328
G8sjBR-5LcjF1qCcv4PcdA,241,90,34.0243112304,-118.287600328
G8sjBR-5LcjF1qCcv4PcdA,242,180,34.0243112304,-118.287600328
G8sjBR-5LcjF1qCcv4PcdA,243,270,34.0243112304,-118.287600328
eHT7XARO4AgzjQmhqb_Zwg,244,0,34.0241147269,-118.287207429
eHT7XARO4AgzjQmhqb_Zwg,245,90,34.0241147269,-118.287207429
eHT7XARO4AgzjQmhqb_Zwg,246,180,34.0241147269,-118.287207429
eHT7XARO4AgzjQmhqb_Zwg,247,270,34.0241147269,-118.287207429
smWJjkbtlPFgoF_bPAek8Q,248,0,34.0240916032,-118.287155316
smWJjkbtlPFgoF_bPAek8Q,249,90,34.0240916032,-118.287155316
smWJjkbtlPFgoF_bPAek8Q,250,180,34.0240916032,-118.287155316
